Town_county,pd_dept_plus_county,slug_pd,pd_dept,county,coverage_city,footnotes,footnotes_about_race,total_rows_2012,total_rows_2013,total_rows_2014,total_rows_2015,total_rows_2016,total_rows_2012_2016,total_incidents_2012,total_incidents_2013,total_incidents_2014,total_incidents_2015,total_incidents_2016,total_incidents_2012_2016,total_arrests_2012,total_arrests_2013,total_arrests_2014,total_arrests_2015,total_arrests_2016,total_arrests_2012_2016,rate_incidents_per_arrests_2012_2016,rank_rate_incidents_per_arrests_2012_2016,white_pct_subjects,black_pct_subjects,hispanic_pct_subjects,asian_pacific_islander_pct_subjects,white_arrests_pct_2012_2016,black_arrests_pct_2012_2016,api_arrests_pct_2012_2016,white_pct_officers,black_pct_officers,hispanic_pct_officers,asian_pacific_islander_pct_officers,pctwhite_adjpop,pctblack_adjpop,pcthisp_adjpop,pctasian_adjpop,odds_ratio_pop,odds_ratio_arrests,officers_involved_in_incidents,incidents_per_officer,total_complaince_hold,total_hands_fists,total_pepper_spray,total_baton,total_leg_strikes,total_deadly_force,total_take_down,pct_complaince_hold,pct_hands_fists,pct_pepper_spray,pct_baton,pct_leg_strikes,pct_take_down,pct_deadly_force,total_resisted_police,total_physical_attack,total_knife_attack,total_blunt_attack,total_gun_threat,total_gun_fire,total_attack_car,pct_resisted_police,pct_physical_attack,pct_knife_attack,pct_blunt_attack,pct_gun_threat,pct_gun_fire,pct_car_attack,pct_officers_injured,pct_subjects_injured,avg_police_employees_2012_2016,nyc_ofc_count,la_ofc_count,chi_ofc_count
"Seaside Heights, Ocean County","Seaside Heights, Ocean",seaside-heights-ocean,Seaside Heights,Ocean,Seaside Heights,,,115,47,51,65,29,307,96,30,36,42,22,226,1835,887,1069,1086,831,5708,39.59355291,118,66.96035242,23.34801762,8.370044053,0.881057269,80.06306938,19.67414156,0.175192712,94.46254072,4.234527687,0.651465798,0.651465798,59.8360656,2.2864538,34.5987921,3.3218292,8.72327044,1.418955336,114,2.692982456,292,22,34,0,3,0,26,95.11400651,7.166123779,11.07491857,0,0.977198697,8.469055375,0,295,83,0,0,0,0,0,96.09120521,27.03583062,0,0,0,0,0,3.908794788,6.637168142,24,28,4,46
"Seaside Park, Ocean County","Seaside Park, Ocean",seaside-park-ocean,Seaside Park,Ocean,Seaside Park,,,19,19,15,6,0,59,10,9,9,2,0,30,270,328,291,167,140,1196,25.08361204,245,86.66666667,13.33333333,0,0,82.52508361,16.72240803,0.25083612,96.61016949,1.694915254,0,0,98.9837398,0.5081301,0,0,44.64166667,0.759230769,24,2.458333333,57,2,4,0,0,0,0,96.61016949,3.389830508,6.779661017,0,0,0,0,54,21,0,1,0,0,0,91.52542373,35.59322034,0,1.694915254,0,0,0,10.16949153,3.333333333,13,6,0,9
"Secaucus, Hudson County","Secaucus, Hudson",secaucus-hudson,Secaucus,Hudson,Secaucus,,,28,41,60,32,50,212,14,20,32,16,25,108,468,548,560,602,493,2671,40.43429427,115,69.29824561,24.56140351,3.50877193,0.877192982,76.30101086,20.02995133,3.481842007,41.03773585,0,0.943396226,0.471698113,41.9754877,3.5245486,22.329393,29.8716368,4.049218107,1.350147876,60,3.533333333,187,66,1,0,6,0,15,88.20754717,31.13207547,0.471698113,0,2.830188679,7.075471698,0,190,65,0,4,0,0,0,89.62264151,30.66037736,0,1.886792453,0,0,0,9.905660377,32.72727273,60,41,1,41
"Ship Bottom, Ocean County","Ship Bottom, Ocean",ship-bottom-ocean,Ship Bottom,Ocean,Ship Bottom,,,2,7,6,0,0,15,2,5,4,0,0,11,134,133,85,117,80,549,20.03642987,303,72.72727273,0,27.27272727,0,97.44990893,2.003642987,0.364298725,100,0,0,0,95.1120163,2.8513238,0,0.814664,,0,9,1.666666667,14,5,1,0,0,0,0,93.33333333,33.33333333,6.666666667,0,0,0,0,15,10,0,0,0,0,0,100,66.66666667,0,0,0,0,0,13.33333333,45.45454545,11,7,0,8
"Shrewsbury, Monmouth County","Shrewsbury, Monmouth",shrewsbury-monmouth,Shrewsbury,Monmouth,Shrewsbury,,,3,10,9,2,4,28,2,7,2,1,2,14,161,196,193,157,194,901,15.53829079,350,83.33333333,16.66666667,0,0,66.7036626,32.18645949,0.998890122,100,0,0,0,93.4238742,0.393138,4.9678342,0.393138,95.05454545,0.414482759,15,1.866666667,26,12,1,0,1,0,3,92.85714286,42.85714286,3.571428571,0,3.571428571,10.71428571,0,25,13,0,2,0,0,1,89.28571429,46.42857143,0,7.142857143,0,0,3.571428571,7.142857143,5.555555556,16,3,0,3
"Somerdale, Camden County","Somerdale, Camden",somerdale-camden,Somerdale,Camden,Somerdale,,,15,3,6,6,8,38,10,3,6,5,5,29,436,435,389,381,247,1888,15.36016949,353,43.33333333,43.33333333,6.666666667,0,63.45338983,35.01059322,1.324152542,100,0,0,0,60.4222932,24.6992389,8.6422784,3.8546526,3.098674619,1.812405446,15,2.533333333,37,4,3,0,0,0,1,97.36842105,10.52631579,7.894736842,0,0,2.631578947,0,36,16,1,0,0,0,1,94.73684211,42.10526316,2.631578947,0,0,0,2.631578947,10.52631579,17.24137931,14,6,0,7
"Somers Point, Atlantic County","Somers Point, Atlantic",somers-point-atlantic,Somers Point,Atlantic,Somers Point,,"This police department's racial breakdown is missing for more than 15 percent of the forms, which may skew the results due to the smaller sample size.",18,15,9,9,6,57,14,12,8,6,5,45,818,939,856,571,469,3653,12.31864221,392,60.86956522,21.73913043,0,2.173913043,75.22584177,24.50041062,0.246372844,96.49122807,0,0,0,69.4501807,12.6484254,13.2292204,4.4914817,2.302600395,1.096568236,26,2.192307692,51,14,5,0,3,0,2,89.47368421,24.56140351,8.771929825,0,5.263157895,3.50877193,0,55,29,0,0,0,0,0,96.49122807,50.87719298,0,0,0,0,0,12.28070175,17.39130435,30,11,1,13
"Somerville, Somerset County","Somerville, Somerset",somerville-somerset,Somerville,Somerset,Somerville,,,36,38,52,52,74,252,19,20,23,24,35,121,381,460,427,530,557,2355,51.38004246,54,59.8540146,37.22627737,0.729927007,0.729927007,64.45859873,34.35244161,1.146496815,97.22222222,2.380952381,0,0,53.7146614,11.6042078,21.860618,12.2507123,3.065079244,1.167023425,41,6.146341463,238,27,22,3,3,0,8,94.44444444,10.71428571,8.73015873,1.19047619,1.19047619,3.174603175,0,242,94,2,2,4,0,0,96.03174603,37.3015873,0.793650794,0.793650794,1.587301587,0,0,5.158730159,12.68656716,31,24,4,26
"South Amboy, Middlesex County","South Amboy, Middlesex",south-amboy-middlesex,South Amboy,Middlesex,South Amboy,,,19,15,15,10,12,71,15,11,11,6,9,52,235,199,216,227,247,1124,46.2633452,77,71.15384615,23.07692308,0,0,84.78647687,13.79003559,1.334519573,97.18309859,0,0,1.408450704,79.7382453,4.2171595,9.936985,4.0717402,9.243933589,1.994071491,23,3.086956522,54,31,28,3,1,0,1,76.05633803,43.66197183,39.43661972,4.225352113,1.408450704,1.408450704,0,67,43,0,3,1,0,0,94.36619718,60.56338028,0,4.225352113,1.408450704,0,0,15.49295775,17.30769231,24,16,0,18
"South Boundbrook, Somerset County","South Bound Brook, Somerset",south-bound-brook-somerset,South Bound Brook,Somerset,South Bound Brook,,,9,14,12,3,10,48,7,11,9,2,4,33,207,177,233,213,257,1087,30.35878565,194,63.63636364,27.27272727,9.090909091,0,66.14535419,32.10671573,1.287948482,0,0,0,0,44.2531927,8.3287063,29.7890061,10.5496946,3.036190476,0.882930823,12,4,43,4,13,0,0,0,2,89.58333333,8.333333333,27.08333333,0,0,4.166666667,0,47,17,0,0,0,0,0,97.91666667,35.41666667,0,0,0,0,0,6.25,12.12121212,12,6,0,10
"South Brunswick, Middlesex County","South Brunswick, Middlesex",south-brunswick-middlesex,South Brunswick,Middlesex,South Brunswick,,,24,19,22,37,24,126,15,12,12,14,11,64,752,646,564,612,604,3178,20.13845186,302,63.63636364,31.81818182,0,4.545454545,56.19886721,34.89616111,8.810572687,88.0952381,5.555555556,0,6.349206349,42.7925971,9.2767979,6.6788311,39.7399137,2.137668192,0.805229937,59,2.13559322,101,54,7,3,6,1,5,80.15873016,42.85714286,5.555555556,2.380952381,4.761904762,3.968253968,0.793650794,112,49,4,0,2,0,0,88.88888889,38.88888889,3.174603175,0,1.587301587,0,0,7.142857143,16.66666667,76,34,0,36
"South Hackensack, Bergen County","South Hackensack, Bergen",south-hackensack-bergen,South Hackensack,Bergen,South Hackensack,,,0,2,5,7,4,18,0,2,5,6,4,17,79,190,279,228,302,1078,15.76994434,348,52.94117647,41.17647059,5.882352941,0,69.94434137,27.92207792,1.576994434,100,0,0,0,40.5392157,5.3921569,48.2843137,4.5588235,,1.948320413,9,2,15,4,1,0,0,0,0,83.33333333,22.22222222,5.555555556,0,0,0,0,18,4,0,0,0,0,1,100,22.22222222,0,0,0,0,5.555555556,11.11111111,0,18,2,0,3
"South Harrison, Gloucester County","South Harrison, Gloucester",south-harrison-gloucester,South Harrison,Gloucester,South Harrison,,,1,0,0,0,0,1,1,0,0,0,0,1,56,28,29,21,18,152,6.578947368,441,100,0,0,0,93.42105263,6.578947368,0,100,0,0,0,90.3767404,3.1531532,5.2006552,0.3685504,,0,1,1,1,0,1,0,0,0,0,100,0,100,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,6,0,0,1
"South Orange, Essex County","South Orange, Essex",south-orange-essex,South Orange,Essex,South Orange,,,28,12,26,26,12,104,15,7,15,13,10,60,353,249,245,220,260,1327,45.21477016,83,16.92307692,76.92307692,1.538461538,0,28.786737,69.48003014,1.657874906,79.80769231,20.19230769,0,0,57.7460317,27.5238095,6.3968254,5.968254,9.441176471,1.88325774,35,2.971428571,92,50,4,2,4,0,5,88.46153846,48.07692308,3.846153846,1.923076923,3.846153846,4.807692308,0,97,47,2,0,6,0,1,93.26923077,45.19230769,1.923076923,0,5.769230769,0,0.961538462,8.653846154,14.28571429,47,16,0,18
"South Plainfield, Middlesex County","South Plainfield, Middlesex",south-plainfield-middlesex,South Plainfield,Middlesex,South Plainfield,,,21,45,19,28,21,134,14,21,16,18,15,84,964,923,655,602,769,3913,21.46690519,291,48.86363636,48.86363636,1.136363636,1.136363636,51.64835165,44.92716586,3.220035778,89.55223881,5.970149254,4.47761194,0,54.1424501,11.7321937,16.4558405,16.2621083,4.207667914,1.14960182,37,3.621621622,108,42,14,5,6,0,2,80.59701493,31.34328358,10.44776119,3.731343284,4.47761194,1.492537313,0,121,43,2,1,0,0,0,90.29850746,32.08955224,1.492537313,0.746268657,0,0,0,7.462686567,16.09195402,52,20,0,22
"South River, Middlesex County","South River, Middlesex",south-river-middlesex,South River,Middlesex,South River,,,28,43,39,46,42,198,18,33,21,26,18,116,465,413,556,667,589,2690,43.12267658,97,72.13114754,22.13114754,4.918032787,0.819672131,71.41263941,27.5464684,1.003717472,100,0,0,0,59.6610169,6.6614111,25.6602286,5.4000788,2.612228797,0.795408539,32,6.1875,193,26,11,1,2,1,2,97.47474747,13.13131313,5.555555556,0.505050505,1.01010101,1.01010101,0.505050505,180,55,1,3,0,0,1,90.90909091,27.77777778,0.505050505,1.515151515,0,0,0.505050505,8.080808081,14.04958678,32,19,5,19
"South Toms River, Ocean County","South Toms River, Ocean",south-toms-river-ocean,South Toms River,Ocean,South Toms River,,,5,7,8,13,12,45,4,5,6,8,8,31,72,69,73,112,112,438,70.77625571,14,69.44444444,30.55555556,0,0,71.23287671,28.53881279,0.228310502,93.33333333,0,6.666666667,0,53.75,18.3571429,20.6785714,1.0714286,1.464007782,1.09824,13,3.461538462,41,4,1,0,1,0,1,91.11111111,8.888888889,2.222222222,0,2.222222222,2.222222222,0,38,17,0,0,1,0,0,84.44444444,37.77777778,0,0,2.222222222,0,0,4.444444444,28.57142857,11,7,1,7
"Sparta, Sussex County","Sparta, Sussex",sparta-sussex,Sparta,Sussex,Sparta,,,9,8,2,8,2,29,8,5,2,5,2,22,300,392,316,276,241,1525,14.42622951,366,90.90909091,4.545454545,4.545454545,0,93.50819672,5.442622951,0.786885246,96.55172414,0,0,0,86.9260428,2.5657203,5.6572029,3.5401332,1.303068516,0.859036145,14,2.071428571,26,14,5,0,0,0,2,89.65517241,48.27586207,17.24137931,0,0,6.896551724,0,26,16,0,0,1,0,0,89.65517241,55.17241379,0,0,3.448275862,0,0,20.68965517,27.27272727,30,10,0,10
"Spotswood, Middlesex County","Spotswood, Middlesex",spotswood-middlesex,Spotswood,Middlesex,Spotswood,,,7,4,15,21,15,62,6,4,11,16,12,49,294,293,197,0,253,1037,47.25168756,72,83.67346939,8.163265306,0,6.12244898,89.68177435,9.739633558,0.578592093,61.29032258,0,0,0,81.6548541,3.3789352,12.2960277,2.2416351,1.790063234,0.898333736,16,3.875,46,12,1,2,4,0,4,74.19354839,19.35483871,1.612903226,3.225806452,6.451612903,6.451612903,0,53,27,2,0,0,0,0,85.48387097,43.5483871,3.225806452,0,0,0,0,14.51612903,10.20408163,20,7,1,8
"Spring Lake Boro, Monmouth County","Spring Lake Borough, Monmouth",spring-lake-borough-monmouth,Spring Lake Borough,Monmouth,Spring Lake Borough,,,7,2,4,0,4,17,2,1,2,0,1,6,65,61,118,231,59,534,11.23595506,401,100,0,0,0,94.00749064,5.056179775,0.936329588,100,0,0,0,96.3877182,0.602047,1.2642986,0.4816376,,0,9,1.888888889,8,12,0,0,0,0,0,47.05882353,70.58823529,0,0,0,0,0,15,9,0,0,0,0,0,88.23529412,52.94117647,0,0,0,0,0,0,25,13,6,0,6
"Spring Lake Heights, Monmouth County","Spring Lake Heights, Monmouth",spring-lake-heights-monmouth,Spring Lake Heights,Monmouth,Spring Lake Heights,,,5,2,3,4,2,16,4,2,2,3,2,13,78,104,64,46,26,318,40.88050314,112,100,0,0,0,92.45283019,7.232704403,0,0,0,0,0,89.6670854,2.0414573,4.459799,3.8316583,,0,9,1.777777778,14,7,0,0,1,0,0,87.5,43.75,0,0,6.25,0,0,16,2,0,0,0,0,0,100,12.5,0,0,0,0,0,6.25,7.142857143,12,2,0,2
"Springfield, Burlington County","Springfield, Burlington",springfield-burlington,Springfield,Burlington,Springfield,,,0,0,1,0,3,4,0,0,1,0,2,3,61,54,56,55,65,291,10.30927835,411,25,50,25,0,68.04123711,29.20962199,1.718213058,100,0,0,0,81.7890092,5.0541516,8.0224629,1.6044926,,4.658823529,3,1.333333333,4,0,0,0,0,0,0,100,0,0,0,0,0,0,4,1,0,0,0,0,0,100,25,0,0,0,0,0,0,0,8,0,0,0
"Springfield, Union County","Springfield, Union",springfield-union,Springfield,Union,Springfield,,,2,18,6,5,10,41,2,10,4,3,8,27,370,400,279,316,298,1663,16.23571858,341,64.28571429,32.14285714,0,3.571428571,60.97414311,36.19963921,2.766085388,100,0,0,0,71.7274815,6.0899889,8.012248,11.1933316,5.670856611,0.842192691,20,2.05,36,18,2,0,2,0,3,87.80487805,43.90243902,4.87804878,0,4.87804878,7.317073171,0,29,16,0,0,0,0,5,70.73170732,39.02439024,0,0,0,0,12.19512195,9.756097561,17.85714286,42,10,0,10
"Stafford, Ocean County","Stafford, Ocean",stafford-ocean,Stafford,Ocean,Stafford,,,13,16,21,30,61,141,10,12,16,15,27,80,540,591,556,680,576,2943,27.18314645,225,96.59090909,3.409090909,0,0,94.42745498,5.130818892,0.339789331,96.45390071,2.127659574,0,0,86.0567823,2.5657203,9.2481598,0.6992639,1.490710383,0.649552006,38,3.710526316,119,44,9,0,6,0,9,84.39716312,31.20567376,6.382978723,0,4.255319149,6.382978723,0,129,84,5,3,1,0,0,91.4893617,59.57446809,3.546099291,2.127659574,0.709219858,0,0,14.18439716,37.5,50,28,1,28
"Stanhope, Sussex County","Stanhope, Sussex",stanhope-sussex,Stanhope,Sussex,Stanhope,,,13,8,8,11,9,49,7,5,8,10,9,39,113,142,122,109,98,584,66.78082192,19,93.18181818,2.272727273,4.545454545,0,91.09589041,8.219178082,0.51369863,100,0,0,0,85.0826605,1.53787,5.3056517,4.6520569,1.202717391,0.270325203,8,6.125,49,7,7,0,0,0,5,100,14.28571429,14.28571429,0,0,10.20408163,0,42,22,0,1,0,0,0,85.71428571,44.89795918,0,2.040816327,0,0,0,14.28571429,18.18181818,9,6,1,6
"Stone Harbor Borough, Cape May County","Stone Harbor Borough, Cape May",stone-harbor-borough-cape-may,Stone Harbor Borough,Cape May,Stone Harbor Borough,,,9,5,8,9,7,38,4,4,6,6,6,26,164,109,150,120,111,654,39.75535168,117,96.15384615,3.846153846,0,0,96.33027523,2.44648318,0.917431193,97.36842105,0,0,2.631578947,97.2440945,1.5748031,0,1.1811024,3.430555556,1.575,15,2.533333333,36,10,1,1,4,0,5,94.73684211,26.31578947,2.631578947,2.631578947,10.52631579,13.15789474,0,38,18,0,0,0,0,3,100,47.36842105,0,0,0,0,7.894736842,13.15789474,30.76923077,16,12,0,12
"Stratford, Camden County","Stratford, Camden",stratford-camden,Stratford,Camden,Stratford,,,33,15,19,12,7,86,19,10,11,7,6,53,541,476,467,364,317,2165,24.48036952,255,55.93220339,32.20338983,8.474576271,1.694915254,67.48267898,30.99307159,1.524249423,0,0,0,0,80.0114112,7.2461012,5.9147965,6.0859642,5.629252226,1.25362417,17,5.058823529,79,12,5,0,1,0,3,91.86046512,13.95348837,5.813953488,0,1.162790698,3.488372093,0,81,36,0,0,0,0,0,94.18604651,41.86046512,0,0,0,0,0,11.62790698,18.18181818,15,14,1,14
"Summit, Union County","Summit, Union",summit-union,Summit,Union,Summit,,,11,4,9,9,4,37,8,3,6,9,3,29,239,198,183,127,76,823,35.23693803,151,48.27586207,41.37931034,10.34482759,0,67.80072904,30.13365735,1.336573512,0,0,0,0,70.721279,3.6373776,15.1691659,9.22667,14.86812306,1.928571429,20,1.85,32,10,0,0,0,0,0,86.48648649,27.02702703,0,0,0,0,0,35,17,0,0,0,0,0,94.59459459,45.94594595,0,0,0,0,0,13.51351351,10.34482759,46,8,0,8
"Surf City, Ocean County","Surf City, Ocean",surf-city-ocean,Surf City,Ocean,Surf City,,,0,1,0,1,4,6,0,1,0,1,0,2,26,16,16,26,26,110,18.18181818,323,100,0,0,0,97.27272727,2.727272727,0,100,0,0,0,96.5116279,0,2.9900332,0,,0,5,1.2,5,0,1,0,0,0,0,83.33333333,0,16.66666667,0,0,0,0,6,1,0,0,0,0,0,100,16.66666667,0,0,0,0,0,0,33.33333333,10,4,0,5
"Teaneck, Bergen County","Teaneck, Bergen",teaneck-bergen,Teaneck,Bergen,Teaneck,,,80,50,85,45,59,319,38,26,27,18,21,130,570,582,542,500,465,2659,48.89056036,64,33.11258278,52.31788079,9.933774834,1.986754967,40.46634073,55.92327943,3.234298609,9.404388715,1.567398119,4.388714734,0,41.2611545,30.3053542,19.1613218,9.1745678,2.191388697,1.143295225,76,4.197368421,282,74,3,0,3,2,52,88.40125392,23.19749216,0.940438871,0,0.940438871,16.30094044,0.626959248,299,73,2,0,0,0,0,93.73040752,22.88401254,0.626959248,0,0,0,0,5.329153605,13.51351351,92,42,3,42
"Tenafly, Bergen County","Tenafly, Bergen",tenafly-bergen,Tenafly,Bergen,Tenafly,,,0,0,7,5,7,19,0,0,3,5,4,12,119,97,141,133,102,592,20.27027027,301,42.85714286,28.57142857,14.28571429,14.28571429,69.42567568,15.54054054,15.03378378,100,0,0,0,55.5763648,2.3223148,11.71458,27.9707838,,2.97826087,13,1.461538462,14,9,0,0,0,0,4,73.68421053,47.36842105,0,0,0,21.05263158,0,17,14,0,0,0,0,1,89.47368421,73.68421053,0,0,0,0,5.263157895,26.31578947,23.07692308,34,8,0,8
"Tinton Falls, Monmouth County","Tinton Falls, Monmouth",tinton-falls-monmouth,Tinton Falls,Monmouth,Tinton Falls,,,36,26,24,18,30,135,22,13,12,8,15,71,472,681,444,421,394,2412,29.43615257,201,52.56410256,42.30769231,3.846153846,0,58.66500829,40.54726368,0.787728027,0,0,0,0,73.4389329,9.3038766,6.8778658,3.6015006,5.433098264,1.164521921,40,3.375,120,42,8,1,1,0,5,88.88888889,31.11111111,5.925925926,0.740740741,0.740740741,3.703703704,0,125,36,0,2,1,0,1,92.59259259,26.66666667,0,1.481481481,0.740740741,0,0.740740741,6.666666667,30.26315789,38,33,0,33
"Toms River, Ocean County","Toms River, Ocean",toms-river-ocean,Toms River,Ocean,Toms River,,,209,242,235,204,271,1161,83,93,87,74,83,420,1886,2014,1862,1699,1851,9312,45.10309278,86,78.85615251,14.55805893,5.719237435,0.346620451,83.7306701,15.48539519,0.461769759,96.2962963,0.689061154,2.497846684,0.172265289,82.8113896,2.8600306,8.6227318,4.5545712,5.816370988,0.998228956,178,6.52247191,1104,251,46,6,33,6,12,95.09043928,21.61929371,3.962101637,0.516795866,2.842377261,1.033591731,0.516795866,1098,375,9,7,10,0,1,94.57364341,32.2997416,0.775193798,0.60292851,0.861326443,0,0.086132644,5.512489233,17.27748691,155,118,25,121
"Totowa, Passaic County","Totowa, Passaic",totowa-passaic,Totowa,Passaic,Totowa,,,0,0,1,1,2,4,0,0,1,1,2,4,341,350,344,239,244,1518,2.635046113,459,25,25,50,0,78.72200264,16.60079051,4.545454545,100,0,0,0,70.8401977,4.1312888,17.2474971,6.4503865,,4.742063492,3,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,75,50,0,0,0,0,0,25,0,28,1,0,1
"Town of Clinton, Hunterdon County","Clinton, Hunterdon",clinton-hunterdon,Clinton,Hunterdon,Clinton,,,1,0,0,0,3,4,1,0,0,0,1,2,127,104,94,60,56,441,4.535147392,454,100,0,0,0,89.34240363,9.750566893,0.680272109,100,0,0,0,81.3352139,0.0940291,12.3648331,5.1716032,,0,4,1,4,0,0,0,0,0,0,100,0,0,0,0,0,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,10,0,0,0
"Trenton, Mercer County","Trenton, Mercer",trenton-mercer,Trenton,Mercer,Trenton,,,224,228,231,224,240,1147,180,167,179,151,168,845,4199,4419,4660,4666,4917,22861,36.96251258,139,14.7766323,75.02863688,8.705612829,0.114547537,21.82319234,78.09807095,0.030619833,59.28509154,19.61639058,13.86224935,0,12.6823689,49.7449926,36.2574184,1.7309594,1.416014971,1.418827388,204,5.62254902,796,375,358,27,58,7,28,69.39843069,32.69398431,31.21185702,2.35396687,5.056669573,2.441150828,0.610287707,1023,353,6,11,4,4,7,89.18918919,30.77593723,0.523103749,0.95902354,0.348735833,0.348735833,0.610287707,10.37489102,21.23687281,221,138,29,167
"Tuckerton, Ocean County","Tuckerton, Ocean",tuckerton-ocean,Tuckerton,Ocean,Tuckerton,,,11,2,0,7,6,26,9,2,0,5,4,20,196,102,72,87,145,602,33.22259136,164,95,5,0,0,96.17940199,3.65448505,0.166112957,100,0,0,0,89.1440501,2.2546973,6.1377871,1.7536534,3.294753086,1.385167464,10,2.6,22,6,3,0,1,0,0,84.61538462,23.07692308,11.53846154,0,3.846153846,0,0,25,8,0,0,0,0,0,96.15384615,30.76923077,0,0,0,0,0,0,20,10,5,0,5
"Union Beach, Monmouth County","Union Beach, Monmouth",union-beach-monmouth,Union Beach,Monmouth,Union Beach,,,5,9,9,7,5,35,3,7,5,3,4,22,147,112,137,211,304,911,24.1492865,257,87.5,4.166666667,0,0,92.97475302,6.037321625,0.768386389,85.71428571,0,2.857142857,0,83.9991363,6.5860505,8.8533794,0.9285252,0.850273224,0.733333333,14,2.5,32,6,12,0,0,0,0,91.42857143,17.14285714,34.28571429,0,0,0,0,35,18,0,0,0,0,0,100,51.42857143,0,0,0,0,0,11.42857143,4.166666667,14,4,0,10
"Union City, Hudson County","Union City, Hudson",union-city-hudson,Union City,Hudson,Union City,,,40,66,49,129,76,360,32,38,32,80,46,228,2276,1974,2036,1671,1730,9687,23.53669867,264,67.46987952,4.417670683,23.69477912,0.401606426,90.00722618,9.538556829,0.278724063,75.55555556,2.5,17.77777778,0,10.4671781,5.7506019,82.6847341,4.2275603,0.098769905,0.617842971,125,2.88,316,101,14,10,18,1,7,87.77777778,28.05555556,3.888888889,2.777777778,5,1.944444444,0.277777778,332,185,1,6,0,0,0,92.22222222,51.38888889,0.277777778,1.666666667,0,0,0,10.55555556,24.89270386,158,64,6,66
"Union township, Union County","Union Township, Union",union-township-union,Union Township,Union,Union Township,,,63,60,96,153,166,539,52,36,65,89,86,329,2144,2692,2430,2488,2528,12282,26.78716821,232,25.87209302,66.56976744,5.23255814,0.872093023,34.35108289,64.33805569,1.148021495,0,0,0,0,37.3651256,30.9720201,18.257434,11.1134216,3.308503159,1.373782487,117,4.606837607,449,199,29,3,16,0,34,83.30241187,36.92022263,5.380333952,0.556586271,2.968460111,6.307977737,0,511,153,4,7,0,0,5,94.80519481,28.38589981,0.742115028,1.298701299,0,0,0.927643785,4.638218924,16.51917404,132,65,10,73
"Upper Saddle River, Bergen County","Upper Saddle River, Bergen",upper-saddle-river-bergen,Upper Saddle River,Bergen,Upper Saddle River,,,4,4,2,4,7,21,2,2,2,2,3,11,114,110,116,98,104,542,20.29520295,300,69.23076923,7.692307692,0,15.38461538,83.39483395,13.28413284,2.767527675,95.23809524,0,0,0,75.6734148,4.1157771,7.9638615,11.9457922,,0.697530864,13,1.615384615,17,10,1,0,1,0,0,80.95238095,47.61904762,4.761904762,0,4.761904762,0,0,20,7,0,1,0,0,0,95.23809524,33.33333333,0,4.761904762,0,0,0,14.28571429,23.07692308,17,4,0,4
"Ventnor City, Atlantic County","Ventnor City, Atlantic",ventnor-city-atlantic,Ventnor City,Atlantic,Ventnor City,,,17,9,18,16,13,73,12,7,9,7,5,40,369,469,348,388,325,1899,21.06371775,295,81.39534884,11.62790698,0,4.651162791,77.61979989,20.5371248,1.843075303,78.08219178,0,0,0,57.8120656,3.8087295,25.9799833,11.9683069,1.958558983,0.53992674,34,2.147058824,63,12,3,0,4,6,1,86.30136986,16.43835616,4.109589041,0,5.479452055,1.369863014,8.219178082,61,21,0,1,6,6,0,83.56164384,28.76712329,0,1.369863014,8.219178082,8.219178082,0,5.479452055,18.60465116,38,17,0,19
"Vernon, Sussex County","Vernon, Sussex",vernon-sussex,Vernon,Sussex,Vernon,,,3,9,19,16,25,72,3,5,8,12,14,42,366,374,341,317,381,1779,23.60876897,263,93.75,0,4.166666667,0,96.29005059,3.541315346,0.112422709,83.33333333,1.388888889,15.27777778,0,84.7182426,2.1911343,10.023035,0.882072,0,0,19,3.789473684,59,22,10,1,3,0,0,81.94444444,30.55555556,13.88888889,1.388888889,4.166666667,0,0,66,35,5,0,3,0,0,91.66666667,48.61111111,6.944444444,0,4.166666667,0,0,8.333333333,17.39130435,30,11,1,14
"Verona, Essex County","Verona, Essex",verona-essex,Verona,Essex,Verona,,,2,6,2,5,6,21,2,1,1,1,4,9,131,119,101,144,183,678,13.27433628,387,84.61538462,7.692307692,0,7.692307692,72.56637168,25.81120944,1.622418879,95.23809524,0,4.761904762,0,84.3376091,2.4037943,6.6292983,4.9153821,,0.255584416,13,1.615384615,15,2,3,2,1,0,0,71.42857143,9.523809524,14.28571429,9.523809524,4.761904762,0,0,18,12,0,1,0,0,0,85.71428571,57.14285714,0,4.761904762,0,0,0,4.761904762,23.07692308,28,6,0,7
"Vineland, Cumberland County","Vineland, Cumberland",vineland-cumberland,Vineland,Cumberland,Vineland,,,374,365,335,294,270,1639,211,194,177,138,125,846,4609,4083,3463,3414,3119,18688,45.26969178,82,58.44017094,38.88888889,0.961538462,0.213675214,60.71810788,39.15881849,0.096318493,95.6680903,3.599755949,0.305064063,0,43.4734154,15.9345252,39.8537265,1.1841189,1.978056651,1.031817067,151,10.85430464,1281,301,60,5,85,3,35,78.15741306,18.36485662,3.660768761,0.305064063,5.186089079,2.135448444,0.183038438,1222,572,13,11,15,7,2,74.55765711,34.89932886,0.793166565,0.67114094,0.91519219,0.427089689,0.122025625,6.528370958,17.2489083,138,102,56,103
