Town_county,pd_dept_plus_county,slug_pd,pd_dept,county,coverage_city,footnotes,footnotes_about_race,total_rows_2012,total_rows_2013,total_rows_2014,total_rows_2015,total_rows_2016,total_rows_2012_2016,total_incidents_2012,total_incidents_2013,total_incidents_2014,total_incidents_2015,total_incidents_2016,total_incidents_2012_2016,total_arrests_2012,total_arrests_2013,total_arrests_2014,total_arrests_2015,total_arrests_2016,total_arrests_2012_2016,rate_incidents_per_arrests_2012_2016,rank_rate_incidents_per_arrests_2012_2016,white_pct_subjects,black_pct_subjects,hispanic_pct_subjects,asian_pacific_islander_pct_subjects,white_arrests_pct_2012_2016,black_arrests_pct_2012_2016,api_arrests_pct_2012_2016,white_pct_officers,black_pct_officers,hispanic_pct_officers,asian_pacific_islander_pct_officers,pctwhite_adjpop,pctblack_adjpop,pcthisp_adjpop,pctasian_adjpop,odds_ratio_pop,odds_ratio_arrests,officers_involved_in_incidents,incidents_per_officer,total_complaince_hold,total_hands_fists,total_pepper_spray,total_baton,total_leg_strikes,total_deadly_force,total_take_down,pct_complaince_hold,pct_hands_fists,pct_pepper_spray,pct_baton,pct_leg_strikes,pct_take_down,pct_deadly_force,total_resisted_police,total_physical_attack,total_knife_attack,total_blunt_attack,total_gun_threat,total_gun_fire,total_attack_car,pct_resisted_police,pct_physical_attack,pct_knife_attack,pct_blunt_attack,pct_gun_threat,pct_gun_fire,pct_car_attack,pct_officers_injured,pct_subjects_injured,avg_police_employees_2012_2016,nyc_ofc_count,la_ofc_count,chi_ofc_count
"Aberdeen, Monmouth County","Aberdeen, Monmouth",aberdeen-monmouth,Aberdeen,Monmouth,Aberdeen,,,35,22,40,26,28,151,19,13,23,15,12,82,617,575,584,626,544,2946,27.83435166,217,65,34,0,0,72.16564834,26.57841141,1.255940258,94.70198676,0.662251656,0,3.973509934,69.4360087,12.0751988,9.8626175,6.4352856,3.941216444,1.420257393,34,4.441176471,145,38,12,1,2,0,2,96.02649007,25.16556291,7.947019868,0.662251656,1.324503311,1.324503311,0,139,47,0,2,0,0,0,92.05298013,31.12582781,0,1.324503311,0,0,0,12.58278146,11,34,15,4,16
"Absecon, Atlantic County","Absecon, Atlantic",absecon-atlantic,Absecon,Atlantic,Absecon,,,7,8,15,17,11,58,4,7,8,10,8,37,355,384,291,228,249,1507,24.55209025,252,53.84615385,38.46153846,0,2.564102564,69.07763769,29.32979429,1.194426012,74.13793103,0,0,1.724137931,71.0157467,8.3232393,11.5590933,5.987195,6.825779626,1.6822883,22,2.636363636,47,19,8,0,2,1,0,81.03448276,32.75862069,13.79310345,0,3.448275862,0,1.724137931,43,20,0,0,1,0,0,74.13793103,34.48275862,0,0,1.724137931,0,0,3.448275862,15.78947368,25,9,0,13
"Allendale, Bergen County","Allendale, Bergen",allendale-bergen,Allendale,Bergen,Allendale,,,2,0,0,2,6,10,2,0,0,1,5,8,82,84,103,105,85,459,17.4291939,331,88.88888889,11.11111111,0,0,83.66013072,11.32897603,3.050108932,70,0,0,0,83.493557,1.4113316,2.4953978,12.5997136,,0.923076923,6,1.666666667,9,6,1,0,0,0,0,90,60,10,0,0,0,0,10,5,2,0,0,0,0,100,50,20,0,0,0,0,30,11.11111111,14,2,0,3
"Allenhurst, Monmouth County","Allenhurst, Monmouth",allenhurst-monmouth,Allenhurst,Monmouth,Allenhurst,,,2,2,1,3,1,9,1,2,1,2,1,7,141,152,135,116,119,663,10.55806938,408,71.42857143,28.57142857,0,0,69.53242836,30.16591252,0,22.22222222,0,0,0,92.4198251,0,3.7900875,3.7900875,,0.922,5,1.8,9,6,0,1,0,0,0,100,66.66666667,0,11.11111111,0,0,0,9,8,0,0,0,0,0,100,88.88888889,0,0,0,0,0,22.22222222,28.57142857,9,4,0,4
"Allentown, Monmouth County","Allentown, Monmouth",allentown-monmouth,Allentown,Monmouth,Allentown,,,0,2,3,2,0,7,0,2,2,2,0,6,20,32,64,37,49,202,29.7029703,198,85.71428571,14.28571429,0,0,79.20792079,19.30693069,0.495049505,0,0,0,0,90.9026798,2.7503526,2.3977433,0.9167842,,0.683760684,4,1.75,4,0,1,0,0,0,0,57.14285714,0,14.28571429,0,0,0,0,4,3,0,0,0,0,0,57.14285714,42.85714286,0,0,0,0,0,14.28571429,0,5,1,0,1
"Alpine, Bergen County","Alpine, Bergen",alpine-bergen,Alpine,Bergen,Alpine,,"This police department's racial breakdown is missing for more than 15 percent of the forms, which may skew the results due to the smaller sample size.",0,1,0,0,2,3,0,1,0,0,2,3,26,15,9,9,8,67,44.7761194,88,66.66666667,0,0,0,79.10447761,2.985074627,16.41791045,66.66666667,33.33333333,0,0,45.1481103,11.13381,8.886619,32.6864147,,0,3,1,3,0,0,0,0,0,0,100,0,0,0,0,0,0,2,1,0,0,0,0,0,66.66666667,33.33333333,0,0,0,0,0,66.66666667,0,12,2,0,2
"Andover Township, Sussex County","Andover Township, Sussex",andover-township-sussex,Andover Township,Sussex,Andover Township,,,5,5,4,0,1,15,5,2,3,0,1,11,114,111,115,158,136,634,17.35015773,332,71.42857143,21.42857143,7.142857143,0,76.81388013,22.55520505,0.630914826,100,0,0,0,88.9174655,4.5826514,4.465747,2.1042787,,1.021678322,6,2.5,14,8,4,0,0,0,0,93.33333333,53.33333333,26.66666667,0,0,0,0,15,12,0,0,0,0,0,100,80,0,0,0,0,0,20,15.38461538,12,5,0,5
"Asbury Park, Monmouth County","Asbury Park, Monmouth",asbury-park-monmouth,Asbury Park,Monmouth,Asbury Park,,,121,97,169,169,169,725,99,73,100,105,107,484,1811,2058,2497,2530,2522,11418,42.38921002,103,23.34004024,69.81891348,5.432595573,0,31.58171308,68.20809249,0.201436329,55.17241379,33.51724138,3.172413793,7.586206897,26.6536137,48.5996425,27.5985358,0.5788712,1.956569286,1.38506854,114,6.359649123,635,198,42,2,22,1,27,87.5862069,27.31034483,5.793103448,0.275862069,3.034482759,3.724137931,0.137931034,683,235,2,7,1,1,3,94.20689655,32.4137931,0.275862069,0.965517241,0.137931034,0.137931034,0.413793103,12.68965517,29.218107,86,84,24,85
"Atlantic City, Atlantic County","Atlantic City, Atlantic",atlantic-city-atlantic,Atlantic City,Atlantic,Atlantic City,"This police department's use-of-force forms had spots for multiple officers on each form, as opposed to the vast majority of other departments, which require all officers involved to fill out separate forms. To make an accurate one-to-one comparison statewide, we broke up each form to create a separate log of each officer's uses of force. All duplicates were removed.",,791,825,529,392,316,2854,459,465,286,238,208,1657,4234,3425,2881,2561,1872,14973,110.6658652,2,36.02088167,49.01392111,10.55684455,1.160092807,42.44306418,55.88058505,1.295665531,67.90469516,15.55711282,6.271899089,4.97547302,16.2624872,38.2046666,27.8442585,17.667408,0.650969506,1.033500985,332,8.596385542,2345,1172,50,98,358,14,177,82.16538192,41.06517169,1.75192712,3.433777155,12.54379818,6.201822004,0.490539594,2541,1291,18,34,18,7,10,89.03293623,45.23475823,0.630693763,1.191310441,0.630693763,0.245269797,0.350385424,3.889278206,18.40527578,320,216,90,220
"Atlantic Highlands, Monmouth County","Atlantic Highlands, Monmouth",atlantic-highlands-monmouth,Atlantic Highlands,Monmouth,Atlantic Highlands,,,4,9,8,8,7,36,3,5,5,5,2,20,199,124,114,137,124,698,28.65329513,212,86.36363636,13.63636364,0,0,90.54441261,8.452722063,0.716332378,86.11111111,0,0,0,87.1478316,3.2288699,5.5397278,2.2792023,4.353257432,1.691347012,14,2.571428571,36,6,2,0,1,0,7,100,16.66666667,5.555555556,0,2.777777778,19.44444444,0,35,12,0,2,0,0,0,97.22222222,33.33333333,0,5.555555556,0,0,0,8.333333333,9.090909091,14,3,0,4
"Audubon, Camden County","Audubon, Camden",audubon-camden,Audubon,Camden,Audubon,,,0,1,1,1,1,4,0,1,1,1,1,4,353,301,247,151,196,1248,3.205128205,458,50,50,0,0,64.90384615,34.93589744,0,100,0,0,0,94.3416262,3.5649272,1.3197816,0,,1.857798165,3,1.333333333,4,1,0,0,0,0,0,100,25,0,0,0,0,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,50,0,16,2,0,2
"Avalon, Cape May County","Avalon, Cape May",avalon-cape-may,Avalon,Cape May,Avalon,,,0,7,0,4,5,16,0,6,0,4,4,14,674,424,963,723,495,3279,4.269594389,455,85.71428571,0,0,0,97.89569991,1.372369625,0.060994206,0,0,0,0,98.2532751,0,1.6011645,0.1455604,,0,13,1.230769231,8,1,0,0,0,0,7,50,6.25,0,0,0,43.75,0,14,2,0,0,0,0,0,87.5,12.5,0,0,0,0,0,12.5,28.57142857,21,4,0,4
"Avon-By-the-Sea, Monmouth County","Avon-By-the-Sea, Monmouth",avon-by-the-sea-monmouth,Avon-By-the-Sea,Monmouth,Avon-By-the-Sea,,,0,1,0,0,8,9,0,1,0,0,2,3,57,46,51,27,31,212,14.1509434,372,33.33333333,33.33333333,33.33333333,0,85.8490566,14.1509434,0,0,0,0,0,91.8367347,0.5714286,4,0,,6.066666667,8,1.125,8,7,1,0,1,0,0,88.88888889,77.77777778,11.11111111,0,11.11111111,0,0,9,0,0,0,0,0,0,100,0,0,0,0,0,0,33.33333333,33.33333333,11,7,0,7
"Barnegat, Ocean County","Barnegat, Ocean",barnegat-ocean,Barnegat,Ocean,Barnegat,,,45,27,31,12,18,133,26,14,20,9,7,76,429,434,438,419,411,2131,35.66400751,149,81.31868132,14.28571429,4.395604396,0,85.54669169,13.84326607,0.563115908,100,0,0,0,83.1886346,7.8711344,7.7850326,0.6457631,3.158454936,1.085616125,36,3.694444444,117,30,11,0,2,0,3,87.96992481,22.55639098,8.270676692,0,1.503759399,2.255639098,0,122,30,2,0,0,0,0,91.72932331,22.55639098,1.503759399,0,0,0,0,6.015037594,21.11111111,46,20,0,23
"Barrington, Camden County","Barrington, Camden",barrington-camden,Barrington,Camden,Barrington,,,9,19,23,24,12,87,8,10,15,16,8,57,260,200,124,163,202,949,60.06322445,26,74.13793103,24.13793103,0,0,75.86933614,23.70916754,0.421496312,95.40229885,0,1.149425287,0,91.7151454,2.7281846,3.9117352,0.4212638,12.47106262,1.041860465,15,5.8,80,16,7,3,1,0,8,91.95402299,18.3908046,8.045977011,3.448275862,1.149425287,9.195402299,0,77,27,1,1,0,0,1,88.50574713,31.03448276,1.149425287,1.149425287,0,0,1.149425287,16.09195402,18.96551724,14,11,0,11
"Bay Head, Ocean County","Bay Head, Ocean",bay-head-ocean,Bay Head,Ocean,Bay Head,,,0,0,1,0,4,5,0,0,1,0,2,3,32,25,32,43,62,194,15.46391753,351,100,0,0,0,90.72164948,7.731958763,1.546391753,100,0,0,0,88.1849315,0,2.9109589,2.3972603,,0,4,1.25,4,1,0,0,0,0,0,80,20,0,0,0,0,0,5,4,0,0,0,0,0,100,80,0,0,0,0,0,20,0,8,1,0,1
"Bayonne, Hudson County","Bayonne, Hudson",bayonne-hudson,Bayonne,Hudson,Bayonne,,,140,138,153,133,200,764,73,70,79,65,93,380,1162,964,873,1025,1125,5149,73.80073801,11,62.96296296,29.62962963,5.092592593,1.157407407,67.663624,30.97688872,1.009904836,92.14659686,3.272251309,4.057591623,0,50.5628095,11.333961,26.5646105,11.0003684,2.080058137,1.027918127,154,4.961038961,705,160,28,7,25,0,39,92.27748691,20.94240838,3.664921466,0.916230366,3.272251309,5.104712042,0,689,234,5,3,3,0,11,90.18324607,30.62827225,0.654450262,0.392670157,0.392670157,0,1.439790576,3.795811518,16.70644391,186,88,11,92
"Beach Haven, Ocean County","Beach Haven, Ocean",beach-haven-ocean,Beach Haven,Ocean,Beach Haven,,,5,2,12,8,9,36,3,2,4,6,5,20,142,127,121,50,72,512,39.0625,122,71.42857143,9.523809524,0,14.28571429,96.09375,3.3203125,0.5859375,100,0,0,0,95.6600362,3.9783002,1.6274864,0.1808318,1.781144781,3.858823529,19,1.894736842,28,24,2,0,1,0,1,77.77777778,66.66666667,5.555555556,0,2.777777778,2.777777778,0,36,9,0,0,0,0,0,100,25,0,0,0,0,0,2.777777778,19.04761905,11,7,0,8
"Beachwood, Ocean County","Beachwood, Ocean",beachwood-ocean,Beachwood,Ocean,Beachwood,,,30,26,14,11,13,94,15,13,9,6,6,49,164,157,123,132,106,682,71.84750733,12,83.01886792,16.98113208,0,0,88.85630499,11.14369501,0,91.4893617,0,3.191489362,5.319148936,89.2140666,1.91173,5.912202,1.2744867,8.166666667,1.630980861,19,4.947368421,92,24,3,0,0,1,0,97.87234043,25.53191489,3.191489362,0,0,0,1.063829787,88,41,1,0,1,0,0,93.61702128,43.61702128,1.063829787,0,1.063829787,0,0,8.510638298,13.20754717,18,14,0,15
"Bedminster, Somerset County","Bedminster, Somerset",bedminster-somerset,Bedminster,Somerset,Bedminster,,,0,4,2,2,2,10,0,2,1,1,1,5,102,78,95,113,105,493,10.14198783,414,66.66666667,33.33333333,0,0,88.23529412,9.736308316,1.825557809,100,0,0,0,76.8503685,2.2909324,10.221083,9.4841397,,4.53125,9,1.111111111,8,2,1,0,1,0,0,80,20,10,0,10,0,0,9,5,0,0,0,0,0,90,50,0,0,0,0,0,10,0,15,1,0,2
"Belleville, Essex County","Belleville, Essex",belleville-essex,Belleville,Essex,Belleville,,,87,93,78,64,95,419,43,45,41,28,43,202,696,621,563,437,623,2940,68.70748299,16,51.20772947,33.33333333,12.56038647,1.93236715,73.80952381,25.44217687,0.680272109,92.3627685,0.954653938,5.011933174,0.477326969,30.3335637,10.3342912,46.0659852,12.2840202,1.761140444,1.888432045,85,4.929411765,392,139,20,8,9,4,12,93.55608592,33.17422434,4.77326969,1.909307876,2.14797136,2.863961814,0.954653938,396,192,6,4,0,0,3,94.51073986,45.82338902,1.431980907,0.954653938,0,0,0.715990453,7.637231504,31.70731707,107,64,12,66
"Bellmawr, Camden County","Bellmawr, Camden",bellmawr-camden,Bellmawr,Camden,Bellmawr,,,6,13,11,16,18,64,6,9,9,11,12,47,472,565,446,668,725,2876,16.34214186,339,91.4893617,8.510638298,0,0,84.31849791,14.88178025,0.486787204,100,0,0,0,77.7682509,1.5678589,9.6153846,9.8358648,3.306770833,0.527059335,19,3.368421053,56,14,14,0,2,0,3,87.5,21.875,21.875,0,3.125,4.6875,0,56,28,2,0,0,0,0,87.5,43.75,3.125,0,0,0,0,9.375,6.382978723,21,7,0,13
"Belmar, Monmouth County","Belmar, Monmouth",belmar-monmouth,Belmar,Monmouth,Belmar,,,30,34,33,34,27,158,19,27,23,23,16,108,467,416,381,370,253,1887,57.23370429,35,79.81651376,9.174311927,3.669724771,1.834862385,85.95654478,13.77848437,0.158982512,80.37974684,1.898734177,0.632911392,11.39240506,80.4187759,3.3364013,14.8182237,0.5522319,3.176423416,0.717064545,61,2.590163934,147,53,19,1,4,0,7,93.03797468,33.5443038,12.02531646,0.632911392,2.53164557,4.430379747,0,154,79,0,3,0,0,0,97.46835443,50,0,1.898734177,0,0,0,12.02531646,22.22222222,20,31,2,32
"Belvidere, Warren County","Belvidere, Warren",belvidere-warren,Belvidere,Warren,Belvidere,,,0,1,2,1,3,7,0,1,2,1,2,6,100,97,93,66,60,416,14.42307692,367,83.33333333,16.66666667,0,0,95.91346154,4.086538462,0,100,0,0,0,90.5405405,0.7567568,3.5675676,2.4324324,,4.694117647,5,1.4,7,1,0,0,0,0,0,100,14.28571429,0,0,0,0,0,7,3,1,0,0,0,0,100,42.85714286,14.28571429,0,0,0,0,14.28571429,0,6,1,0,1
"Bergenfield, Bergen County","Bergenfield, Bergen",bergenfield-bergen,Bergenfield,Bergen,Bergenfield,,,20,20,22,11,10,83,9,8,9,5,4,35,188,145,130,108,150,721,48.54368932,65,60.46511628,13.95348837,16.27906977,9.302325581,72.67683773,20.24965326,6.65742025,84.3373494,3.614457831,9.638554217,2.409638554,34.2612737,6.6999604,27.5267009,30.7654272,1.40374792,0.828240253,31,2.677419355,79,16,3,0,1,0,10,95.18072289,19.27710843,3.614457831,0,1.204819277,12.04819277,0,83,41,0,0,0,0,0,100,49.39759036,0,0,0,0,0,13.25301205,14.28571429,45,13,0,14
"Berkeley Heights, Union County","Berkeley Heights, Union",berkeley-heights-union,Berkeley Heights,Union,Berkeley Heights,,,2,4,1,0,0,7,2,2,1,0,0,5,64,78,55,63,116,376,13.29787234,386,80,20,0,0,72.60638298,23.40425532,3.723404255,100,0,0,0,78.585945,0.9091881,8.6854209,11.1562734,,0.775568182,6,1.166666667,7,1,0,0,0,0,0,100,14.28571429,0,0,0,0,0,5,4,0,0,0,0,0,71.42857143,57.14285714,0,0,0,0,0,14.28571429,0,24,1,0,1
"Berkeley, Ocean County","Berkeley, Ocean",berkeley-ocean,Berkeley,Ocean,Berkeley,,,38,32,40,36,24,171,33,18,30,23,17,122,388,389,453,685,520,2435,50.1026694,60,97.54098361,2.459016393,0,0,90.18480493,9.609856263,0.123203285,100,0,0,0,86.3495492,4.371713,7.2126221,0.7841848,0.594936136,0.236586942,58,2.948275862,154,34,3,0,3,1,3,90.05847953,19.88304094,1.754385965,0,1.754385965,1.754385965,0.584795322,165,71,3,4,0,0,1,96.49122807,41.52046784,1.754385965,2.339181287,0,0,0.584795322,11.11111111,19.67213115,68,23,1,24
"Berlin Boro, Camden County","Berlin Borough, Camden",berlin-borough-camden,Berlin Borough,Camden,Berlin Borough,,,4,18,14,14,14,64,4,14,11,8,10,47,324,361,376,359,456,1876,25.0533049,247,70.83333333,22.91666667,2.083333333,4.166666667,77.07889126,21.90831557,0.906183369,37.5,0,0,0,83.649635,4.8357664,7.0437956,2.6459854,6.290222985,1.138256763,18,3.555555556,62,18,6,0,1,0,2,96.875,28.125,9.375,0,1.5625,3.125,0,63,31,0,0,0,0,0,98.4375,48.4375,0,0,0,0,0,10.9375,16.66666667,16,10,1,11
"Berlin township, Camden County","Berlin Township, Camden",berlin-township-camden,Berlin Township,Camden,Berlin Township,,,1,1,14,4,15,37,1,1,9,4,7,24,340,261,283,374,408,1666,14.4057623,368,77.77777778,11.11111111,11.11111111,0,82.53301321,17.04681873,0.180072029,45.94594595,2.702702703,0,0,76.0529801,11.8410596,5.2450331,5.6423841,0.642281879,0.691649899,14,2.642857143,33,8,2,0,1,0,2,89.18918919,21.62162162,5.405405405,0,2.702702703,5.405405405,0,34,15,0,1,0,0,0,91.89189189,40.54054054,0,2.702702703,0,0,0,8.108108108,34.61538462,17,6,0,6
"Bernards, Somerset County","Bernards, Somerset",bernards-somerset,Bernards,Somerset,Bernards,,,19,13,20,14,19,85,6,6,9,6,10,37,223,234,260,213,203,1133,32.65666372,171,68.88888889,22.22222222,0,8.888888889,74.75728155,21.88879082,2.736098853,100,0,0,0,73.0480812,2.0781258,5.0825859,18.3698476,8.787735849,1.101716962,31,2.741935484,81,21,7,0,0,0,1,95.29411765,24.70588235,8.235294118,0,0,1.176470588,0,78,32,0,2,0,0,0,91.76470588,37.64705882,0,2.352941176,0,0,0,7.058823529,11.11111111,38,14,0,16
"Bernardsville, Somerset County","Bernardsville, Somerset",bernardsville-somerset,Bernardsville,Somerset,Bernardsville,,,7,0,0,8,8,23,3,0,0,4,4,11,64,100,72,74,76,386,28.49740933,214,100,0,0,0,94.04145078,5.699481865,0.259067358,95.65217391,0,0,0,77.5952338,0.4152374,18.3246073,3.2135765,,0,13,1.769230769,22,0,0,1,0,0,0,95.65217391,0,0,4.347826087,0,0,0,21,8,0,0,1,0,0,91.30434783,34.7826087,0,0,4.347826087,0,0,13.04347826,6.666666667,18,4,0,4
"Beverly, Burlington County","Beverly, Burlington",beverly-burlington,Beverly,Burlington,Beverly,,,22,9,5,4,12,52,15,6,4,4,9,38,235,151,86,62,72,606,62.70627063,23,21.05263158,78.94736842,0,0,29.04290429,70.95709571,0,7.692307692,7.692307692,0,0,60.9951846,22.2043874,5.1899411,0.2140182,10.23877327,1.534883721,18,2.888888889,49,19,4,1,2,0,1,94.23076923,36.53846154,7.692307692,1.923076923,3.846153846,1.923076923,0,48,17,1,0,0,0,0,92.30769231,32.69230769,1.923076923,0,0,0,0,19.23076923,31.57894737,6,11,2,12
"Blairstown, Warren County","Blairstown, Warren",blairstown-warren,Blairstown,Warren,Blairstown,,,1,0,1,4,3,9,1,0,1,0,1,3,65,64,72,51,51,303,9.900990099,415,100,0,0,0,95.70957096,4.290429043,0,55.55555556,0,0,0,88.1533101,1.8417123,9.6565455,0.3484321,,0,5,1.8,8,1,1,0,0,0,0,88.88888889,11.11111111,11.11111111,0,0,0,0,9,4,0,0,0,0,0,100,44.44444444,0,0,0,0,0,22.22222222,0,5,2,0,2
"Bloomfield, Essex County","Bloomfield, Essex",bloomfield-essex,Bloomfield,Essex,Bloomfield,,,73,77,58,132,117,457,43,39,33,93,56,264,717,801,1032,1497,1527,5574,47.36275565,71,28.81944444,48.95833333,18.05555556,1.041666667,51.07642626,47.50627915,1.237890205,39.38730853,1.531728665,11.3785558,2.188183807,40.4550991,19.4939652,29.0333296,9.6611671,3.515556978,1.826461435,95,4.810526316,392,137,25,4,16,0,19,85.77680525,29.97811816,5.470459519,0.875273523,3.501094092,4.157549234,0,418,162,4,9,6,0,11,91.46608315,35.44857768,0.875273523,1.969365427,1.312910284,0,2.407002188,8.096280088,24.64285714,124,60,15,63
"Bloomingdale, Passaic County","Bloomingdale, Passaic",bloomingdale-passaic,Bloomingdale,Passaic,Bloomingdale,,,7,8,5,10,20,50,5,3,3,5,9,25,178,110,145,125,202,760,32.89473684,167,76.66666667,10,13.33333333,0,92.23684211,6.710526316,0.526315789,0,0,0,0,77.7022059,1.3786765,15.8639706,3.7867647,7.415789474,1.792838875,18,2.777777778,44,11,4,0,1,0,5,88,22,8,0,2,10,0,46,26,0,0,2,0,0,92,52,0,0,4,0,0,10,13.33333333,16,8,0,9
"Bogota, Bergen County","Bogota, Bergen",bogota-bergen,Bogota,Bergen,Bogota,,,1,12,15,12,14,54,1,7,10,7,9,34,138,162,142,92,96,630,53.96825397,43,48.71794872,25.64102564,15.38461538,0,71.26984127,24.6031746,1.904761905,77.77777778,0,7.407407407,12.96296296,38.6925242,8.7425712,43.7128558,8.242102,1.67873666,1.524617997,13,4.153846154,48,22,10,1,1,0,0,88.88888889,40.74074074,18.51851852,1.851851852,1.851851852,0,0,52,36,0,0,0,0,1,96.2962963,66.66666667,0,0,0,0,1.851851852,14.81481481,21.62162162,16,8,0,9
"Boonton, Morris County","Boonton, Morris",boonton-morris,Boonton,Morris,Boonton,,"This police department's racial breakdown is missing for more than 15 percent of the forms, which may skew the results due to the smaller sample size.",10,19,10,12,21,72,8,9,7,8,11,43,320,299,228,231,214,1292,33.28173375,163,58.13953488,23.25581395,18.60465116,0,78.79256966,16.79566563,0.773993808,40.27777778,2.777777778,0,0,70.8967571,4.1859696,14.7915288,8.8682991,8.468379447,1.876497696,17,4.235294118,68,31,12,1,5,0,0,94.44444444,43.05555556,16.66666667,1.388888889,6.944444444,0,0,72,39,0,0,0,0,0,100,54.16666667,0,0,0,0,0,5.555555556,25.58139535,20,10,0,10
"Boonton Township, Morris County","Boonton Township, Morris",boonton-township-morris,Boonton Township,Morris,Boonton Township,,,2,0,2,0,2,6,2,0,1,0,1,4,71,84,66,65,52,338,11.83431953,397,25,25,0,0,89.05325444,7.396449704,3.25443787,16.66666667,0,0,0,89.3091591,0.6877149,1.9068459,6.9084089,,12.04,5,1.2,0,0,1,0,0,0,0,0,0,16.66666667,0,0,0,0,3,1,0,0,0,0,0,50,16.66666667,0,0,0,0,0,16.66666667,25,12,3,0,3
"Bordentown Town, Burlington County","Bordentown Township, Burlington",bordentown-township-burlington,Bordentown Township,Burlington,Bordentown Township,,,22,19,17,24,26,108,13,13,9,16,13,64,581,454,459,402,496,2392,26.75585284,233,54.54545455,31.81818182,9.090909091,0,63.9632107,35.409699,0.543478261,0,0,0,0,71.3209733,8.1344148,7.5318656,11.1008111,4.666735594,1.053719008,30,3.6,103,30,17,2,5,0,2,95.37037037,27.77777778,15.74074074,1.851851852,4.62962963,1.851851852,0,105,36,0,0,2,0,1,97.22222222,33.33333333,0,0,1.851851852,0,0.925925926,12.96296296,17.1875,23,18,2,20
"Bordentown, Burlington County","Bordentown, Burlington",bordentown-burlington,Bordentown,Burlington,Bordentown City,,,3,4,9,10,9,35,3,2,5,6,8,24,116,108,123,176,159,682,35.19061584,152,56,32,4,0,70.08797654,29.61876833,0.293255132,0,0,0,0,76.1563284,10.2545715,7.5654356,4.4818932,3.536463536,1.352192362,10,3.5,35,15,2,0,1,0,2,100,42.85714286,5.714285714,0,2.857142857,5.714285714,0,34,7,0,1,0,0,0,97.14285714,20,0,2.857142857,0,0,0,2.857142857,36,12,6,0,6
"Bound Brook, Somerset County","Bound Brook, Somerset",bound-brook-somerset,Bound Brook,Somerset,Bound Brook,,,26,42,25,30,21,144,19,34,19,24,12,108,601,505,558,473,385,2522,42.82315623,102,67.25663717,31.85840708,0.884955752,0,73.51308485,25.65424266,0.793021412,98.61111111,0.694444444,0,0,43.1561588,4.3003933,49.7653178,2.3468223,6.272123894,1.357357846,24,6,131,35,13,1,3,2,6,90.97222222,24.30555556,9.027777778,0.694444444,2.083333333,4.166666667,1.388888889,129,30,1,1,0,0,0,89.58333333,20.83333333,0.694444444,0.694444444,0,0,0,11.11111111,13.39285714,24,16,3,16
"Bradley Beach, Monmouth County","Bradley Beach, Monmouth",bradley-beach-monmouth,Bradley Beach,Monmouth,Bradley Beach,,,22,16,4,19,25,86,11,11,2,13,16,53,255,226,269,197,267,1214,43.65733114,96,58.18181818,34.54545455,7.272727273,0,71.74629325,27.67710049,0.57660626,70.93023256,8.139534884,6.976744186,1.162790698,80.0940439,4.3573668,11.2539185,2.5705329,10.25110681,1.539155506,19,4.526315789,81,8,8,0,0,0,1,94.18604651,9.302325581,9.302325581,0,0,1.162790698,0,76,20,0,0,0,0,0,88.37209302,23.25581395,0,0,0,0,0,6.976744186,20.75471698,17,12,1,14
"Branchburg, Somerset County","Branchburg, Somerset",branchburg-somerset,Branchburg,Somerset,Branchburg,,,9,8,8,17,24,66,4,3,2,7,6,22,194,159,159,156,143,811,27.1270037,227,81.48148148,11.11111111,7.407407407,0,89.02589396,8.877928483,1.233045623,95.45454545,3.03030303,1.515151515,0,80.3607214,6.3035161,6.1122244,6.6587721,2.49971665,1.367424242,24,2.75,65,19,2,0,3,0,1,98.48484848,28.78787879,3.03030303,0,4.545454545,1.515151515,0,59,47,0,2,0,0,0,89.39393939,71.21212121,0,3.03030303,0,0,0,6.060606061,11.11111111,26,8,0,9
"Brick, Ocean County","Brick, Ocean",brick-ocean,Brick,Ocean,Brick,,,65,74,86,88,116,429,35,43,47,41,37,203,1207,1462,1419,1220,1230,6538,31.04925054,185,78.85462555,15.4185022,3.524229075,0.440528634,87.22851025,12.25145304,0.489446314,98.13519814,0,1.631701632,0,84.9391537,3.0571992,8.663615,2.4710655,5.573055979,1.392149478,110,3.9,377,138,31,8,26,2,18,87.87878788,32.16783217,7.226107226,1.864801865,6.060606061,4.195804196,0.466200466,407,167,1,11,4,0,1,94.87179487,38.92773893,0.233100233,2.564102564,0.932400932,0,0.233100233,10.72261072,28.125,132,64,3,67
