Date,Open,High,Low,Close,Adj Close,Volume
7-Nov-16,"17,994.64","18,263.30","17,994.64","18,259.60","18,259.60","93,450,000"
4-Nov-16,"17,928.35","17,986.76","17,883.56","17,888.28","17,888.28","97,760,000"
3-Nov-16,"17,978.75","18,006.96","17,904.07","17,930.67","17,930.67","77,860,000"
2-Nov-16,"18,017.72","18,044.15","17,931.89","17,959.64","17,959.64","88,610,000"
1-Nov-16,"18,158.24","18,177.01","17,940.84","18,037.10","18,037.10","101,280,000"
31-Oct-16,"18,176.60","18,193.68","18,130.58","18,142.42","18,142.42","110,080,000"
28-Oct-16,"18,193.79","18,257.06","18,094.97","18,161.19","18,161.19","107,850,000"
27-Oct-16,"18,234.81","18,253.20","18,149.20","18,169.68","18,169.68","83,530,000"
26-Oct-16,"18,103.80","18,236.04","18,062.30","18,199.33","18,199.33","86,340,000"
25-Oct-16,"18,206.52","18,241.69","18,151.70","18,169.27","18,169.27","83,190,000"
24-Oct-16,"18,197.14","18,275.04","18,191.18","18,223.03","18,223.03","88,540,000"
21-Oct-16,"18,152.63","18,168.76","18,049.77","18,145.71","18,145.71","117,810,000"
20-Oct-16,"18,161.87","18,249.05","18,129.07","18,162.35","18,162.35","88,830,000"
19-Oct-16,"18,178.21","18,252.20","18,169.25","18,202.62","18,202.62","88,040,000"
18-Oct-16,"18,145.06","18,225.80","18,129.45","18,161.94","18,161.94","74,600,000"
17-Oct-16,"18,135.85","18,162.28","18,063.02","18,086.40","18,086.40","75,960,000"
14-Oct-16,"18,177.35","18,261.11","18,138.38","18,138.38","18,138.38","87,050,000"
13-Oct-16,"18,088.32","18,137.70","17,959.95","18,098.94","18,098.94","83,160,000"
12-Oct-16,"18,132.63","18,193.96","18,082.09","18,144.20","18,144.20","72,230,000"
11-Oct-16,"18,308.43","18,312.33","18,061.96","18,128.66","18,128.66","88,610,000"
10-Oct-16,"18,282.95","18,399.96","18,282.95","18,329.04","18,329.04","72,110,000"
7-Oct-16,"18,295.35","18,319.73","18,149.35","18,240.49","18,240.49","82,680,000"
6-Oct-16,"18,280.42","18,288.12","18,162.97","18,268.50","18,268.50","78,660,000"
5-Oct-16,"18,205.50","18,315.82","18,205.50","18,281.03","18,281.03","76,190,000"
4-Oct-16,"18,267.68","18,313.77","18,116.26","18,168.45","18,168.45","79,710,000"
3-Oct-16,"18,279.60","18,279.80","18,203.75","18,253.85","18,253.85","68,520,000"
30-Sep-16,"18,181.80","18,369.62","18,181.80","18,308.15","18,308.15","135,470,000"
29-Sep-16,"18,322.88","18,366.23","18,091.64","18,143.45","18,143.45","95,880,000"
28-Sep-16,"18,240.22","18,349.86","18,179.34","18,339.24","18,339.24","97,650,000"
27-Sep-16,"18,099.21","18,238.10","18,052.16","18,228.30","18,228.30","84,130,000"
26-Sep-16,"18,217.76","18,217.76","18,083.32","18,094.83","18,094.83","95,510,000"
23-Sep-16,"18,377.36","18,383.76","18,254.84","18,261.45","18,261.45","87,170,000"
22-Sep-16,"18,343.76","18,449.88","18,343.76","18,392.46","18,392.46","73,030,000"
21-Sep-16,"18,164.96","18,307.43","18,121.57","18,293.70","18,293.70","94,090,000"
20-Sep-16,"18,175.36","18,227.21","18,128.80","18,129.96","18,129.96","72,450,000"
19-Sep-16,"18,154.82","18,254.88","18,093.05","18,120.17","18,120.17","78,090,000"
16-Sep-16,"18,217.21","18,217.21","18,070.21","18,123.80","18,123.80","278,510,000"
15-Sep-16,"18,024.91","18,250.11","18,015.49","18,212.48","18,212.48","99,550,000"
14-Sep-16,"18,073.39","18,163.48","17,992.21","18,034.77","18,034.77","103,360,000"
13-Sep-16,"18,262.99","18,262.99","18,028.06","18,066.75","18,066.75","102,830,000"
12-Sep-16,"18,028.95","18,358.69","17,994.84","18,325.07","18,325.07","103,260,000"
9-Sep-16,"18,404.17","18,404.17","18,085.45","18,085.45","18,085.45","120,670,000"
8-Sep-16,"18,486.69","18,506.24","18,446.69","18,479.91","18,479.91","79,060,000"
7-Sep-16,"18,527.71","18,536.89","18,474.77","18,526.14","18,526.14","67,570,000"
6-Sep-16,"18,493.40","18,551.54","18,450.32","18,538.12","18,538.12","83,710,000"
2-Sep-16,"18,466.01","18,544.76","18,439.10","18,491.96","18,491.96","74,350,000"
1-Sep-16,"18,396.57","18,430.05","18,295.48","18,419.30","18,419.30","74,780,000"
31-Aug-16,"18,436.70","18,439.68","18,333.56","18,400.88","18,400.88","98,250,000"
30-Aug-16,"18,491.28","18,514.29","18,408.52","18,454.30","18,454.30","68,920,000"
29-Aug-16,"18,421.29","18,523.09","18,419.92","18,502.99","18,502.99","64,480,000"
26-Aug-16,"18,467.92","18,572.09","18,335.34","18,395.40","18,395.40","78,730,000"
25-Aug-16,"18,471.21","18,497.68","18,431.46","18,448.41","18,448.41","64,480,000"
24-Aug-16,"18,537.50","18,539.15","18,448.27","18,481.48","18,481.48","72,270,000"
23-Aug-16,"18,568.94","18,631.60","18,545.52","18,547.30","18,547.30","73,990,000"
22-Aug-16,"18,535.86","18,570.92","18,466.86","18,529.42","18,529.42","73,450,000"
19-Aug-16,"18,585.17","18,585.17","18,491.24","18,552.57","18,552.57","93,170,000"
18-Aug-16,"18,566.54","18,600.82","18,533.29","18,597.70","18,597.70","70,740,000"
17-Aug-16,"18,537.09","18,582.35","18,468.68","18,573.94","18,573.94","71,000,000"
16-Aug-16,"18,614.48","18,614.86","18,550.65","18,552.02","18,552.02","67,570,000"
15-Aug-16,"18,588.59","18,722.61","18,559.93","18,636.05","18,636.05","62,350,000"
12-Aug-16,"18,595.65","18,606.06","18,535.86","18,576.47","18,576.47","61,580,000"
11-Aug-16,"18,519.08","18,638.34","18,519.08","18,613.52","18,613.52","71,470,000"
10-Aug-16,"18,541.48","18,561.75","18,468.78","18,495.66","18,495.66","62,780,000"
9-Aug-16,"18,538.05","18,585.32","18,507.75","18,533.05","18,533.05","60,090,000"
8-Aug-16,"18,541.89","18,569.31","18,502.03","18,529.29","18,529.29","71,810,000"
5-Aug-16,"18,402.80","18,543.53","18,402.80","18,543.53","18,543.53","92,420,000"
4-Aug-16,"18,351.43","18,397.87","18,325.17","18,352.05","18,352.05","64,500,000"
3-Aug-16,"18,313.08","18,355.00","18,283.23","18,355.00","18,355.00","78,550,000"
2-Aug-16,"18,401.15","18,403.65","18,247.79","18,313.77","18,313.77","89,680,000"
1-Aug-16,"18,434.50","18,467.03","18,355.75","18,404.51","18,404.51","83,470,000"
29-Jul-16,"18,442.52","18,466.55","18,371.12","18,432.24","18,432.24","111,550,000"
28-Jul-16,"18,461.01","18,483.26","18,368.82","18,456.35","18,456.35","85,750,000"
27-Jul-16,"18,473.27","18,542.39","18,430.94","18,472.17","18,472.17","111,370,000"
26-Jul-16,"18,497.37","18,522.47","18,387.22","18,473.75","18,473.75","85,370,000"
25-Jul-16,"18,554.49","18,555.69","18,452.62","18,493.06","18,493.06","76,810,000"
22-Jul-16,"18,524.15","18,571.30","18,491.59","18,570.85","18,570.85","87,710,000"
21-Jul-16,"18,589.96","18,590.44","18,469.67","18,517.23","18,517.23","86,800,000"
20-Jul-16,"18,582.70","18,622.01","18,555.65","18,595.03","18,595.03","93,230,000"
19-Jul-16,"18,503.12","18,562.53","18,495.11","18,559.01","18,559.01","85,840,000"
18-Jul-16,"18,521.55","18,556.13","18,489.84","18,533.05","18,533.05","75,540,000"
15-Jul-16,"18,508.88","18,557.43","18,471.62","18,516.55","18,516.55","123,690,000"
14-Jul-16,"18,414.30","18,537.57","18,414.30","18,506.41","18,506.41","87,050,000"
13-Jul-16,"18,356.78","18,390.16","18,315.76","18,372.12","18,372.12","80,920,000"
12-Jul-16,"18,259.12","18,371.95","18,259.12","18,347.67","18,347.67","90,170,000"
11-Jul-16,"18,161.53","18,283.90","18,161.53","18,226.93","18,226.93","80,880,000"
8-Jul-16,"17,971.22","18,166.77","17,971.22","18,146.74","18,146.74","93,460,000"
7-Jul-16,"17,924.24","17,984.95","17,816.65","17,895.88","17,895.88","81,570,000"
6-Jul-16,"17,807.47","17,926.91","17,713.45","17,918.62","17,918.62","93,000,000"
5-Jul-16,"17,904.45","17,904.45","17,785.28","17,840.62","17,840.62","103,650,000"
1-Jul-16,"17,924.24","18,002.38","17,916.91","17,949.37","17,949.37","82,160,000"
30-Jun-16,"17,712.76","17,930.61","17,711.80","17,929.99","17,929.99","133,030,000"
29-Jun-16,"17,456.02","17,704.51","17,456.02","17,694.68","17,694.68","106,380,000"
28-Jun-16,"17,190.51","17,409.72","17,190.51","17,409.72","17,409.72","112,190,000"
27-Jun-16,"17,355.21","17,355.21","17,063.08","17,140.24","17,140.24","138,740,000"
24-Jun-16,"17,946.63","17,946.63","17,356.34","17,400.75","17,400.75","239,000,000"
23-Jun-16,"17,844.11","18,011.07","17,844.11","18,011.07","18,011.07","98,070,000"
22-Jun-16,"17,832.67","17,920.16","17,770.36","17,780.83","17,780.83","89,440,000"
21-Jun-16,"17,827.33","17,877.84","17,799.80","17,829.73","17,829.73","85,130,000"
20-Jun-16,"17,736.87","17,946.36","17,736.87","17,804.87","17,804.87","99,380,000"
17-Jun-16,"17,733.44","17,733.44","17,602.78","17,675.16","17,675.16","248,680,000"
16-Jun-16,"17,602.23","17,754.91","17,471.29","17,733.10","17,733.10","91,950,000"
15-Jun-16,"17,703.65","17,762.96","17,629.01","17,640.17","17,640.17","94,130,000"
14-Jun-16,"17,710.77","17,733.92","17,595.79","17,674.82","17,674.82","93,740,000"
13-Jun-16,"17,830.50","17,893.28","17,731.35","17,732.48","17,732.48","101,690,000"
10-Jun-16,"17,938.82","17,938.82","17,812.34","17,865.34","17,865.34","90,540,000"
9-Jun-16,"17,969.98","18,005.22","17,915.88","17,985.19","17,985.19","69,690,000"
8-Jun-16,"17,931.91","18,016.00","17,931.91","18,005.05","18,005.05","71,260,000"
7-Jun-16,"17,936.22","18,003.23","17,936.22","17,938.28","17,938.28","78,750,000"
6-Jun-16,"17,825.69","17,949.68","17,822.81","17,920.33","17,920.33","71,870,000"
3-Jun-16,"17,799.80","17,833.17","17,689.68","17,807.06","17,807.06","82,270,000"
2-Jun-16,"17,789.05","17,838.56","17,703.55","17,838.56","17,838.56","75,560,000"
1-Jun-16,"17,754.55","17,809.18","17,664.79","17,789.67","17,789.67","78,530,000"
31-May-16,"17,891.50","17,899.24","17,724.03","17,787.20","17,787.20","147,390,000"
27-May-16,"17,826.85","17,873.22","17,824.73","17,873.22","17,873.22","73,190,000"
26-May-16,"17,859.52","17,888.66","17,803.82","17,828.29","17,828.29","68,940,000"
25-May-16,"17,735.09","17,891.71","17,735.09","17,851.51","17,851.51","79,180,000"
24-May-16,"17,525.19","17,742.59","17,525.19","17,706.05","17,706.05","86,480,000"
23-May-16,"17,507.04","17,550.70","17,480.05","17,492.93","17,492.93","87,790,000"
20-May-16,"17,437.32","17,571.75","17,437.32","17,500.94","17,500.94","111,990,000"
19-May-16,"17,514.16","17,514.16","17,331.07","17,435.40","17,435.40","95,530,000"
18-May-16,"17,501.28","17,636.22","17,418.21","17,526.62","17,526.62","79,120,000"
17-May-16,"17,701.46","17,701.46","17,469.92","17,529.98","17,529.98","103,260,000"
16-May-16,"17,531.76","17,755.80","17,531.76","17,710.71","17,710.71","88,440,000"
13-May-16,"17,711.12","17,734.74","17,512.48","17,535.32","17,535.32","86,640,000"
12-May-16,"17,711.12","17,798.19","17,625.38","17,720.50","17,720.50","88,560,000"
11-May-16,"17,919.03","17,919.03","17,711.05","17,711.12","17,711.12","87,390,000"
10-May-16,"17,726.66","17,934.61","17,726.66","17,928.35","17,928.35","75,790,000"
9-May-16,"17,743.85","17,783.16","17,668.38","17,705.91","17,705.91","85,590,000"
6-May-16,"17,650.30","17,744.54","17,580.38","17,740.63","17,740.63","80,020,000"
5-May-16,"17,664.48","17,736.11","17,615.82","17,660.71","17,660.71","81,530,000"
4-May-16,"17,735.02","17,738.06","17,609.01","17,651.26","17,651.26","95,020,000"
3-May-16,"17,870.75","17,870.75","17,670.88","17,750.91","17,750.91","97,060,000"
2-May-16,"17,783.78","17,912.35","17,773.71","17,891.16","17,891.16","80,100,000"
29-Apr-16,"17,813.09","17,814.83","17,651.98","17,773.64","17,773.64","136,670,000"
28-Apr-16,"18,023.88","18,035.73","17,796.55","17,830.76","17,830.76","100,920,000"
27-Apr-16,"17,996.14","18,084.66","17,920.26","18,041.55","18,041.55","109,090,000"
26-Apr-16,"17,987.38","18,043.77","17,934.17","17,990.32","17,990.32","92,570,000"
25-Apr-16,"17,990.94","17,990.94","17,855.55","17,977.24","17,977.24","83,770,000"
22-Apr-16,"17,985.05","18,026.85","17,909.89","18,003.75","18,003.75","134,120,000"
21-Apr-16,"18,092.84","18,107.29","17,963.89","17,982.52","17,982.52","102,720,000"
20-Apr-16,"18,059.49","18,167.63","18,031.21","18,096.27","18,096.27","100,210,000"
19-Apr-16,"18,012.10","18,103.46","17,984.43","18,053.60","18,053.60","89,820,000"
18-Apr-16,"17,890.20","18,009.53","17,848.22","18,004.16","18,004.16","89,390,000"
15-Apr-16,"17,925.95","17,937.65","17,867.41","17,897.46","17,897.46","118,160,000"
14-Apr-16,"17,912.25","17,962.14","17,885.44","17,926.43","17,926.43","84,510,000"
13-Apr-16,"17,741.66","17,918.35","17,741.66","17,908.28","17,908.28","91,710,000"
12-Apr-16,"17,571.34","17,744.43","17,553.57","17,721.25","17,721.25","81,020,000"
11-Apr-16,"17,586.48","17,731.63","17,555.90","17,556.41","17,556.41","107,100,000"
8-Apr-16,"17,555.39","17,694.51","17,528.16","17,576.96","17,576.96","79,990,000"
7-Apr-16,"17,687.28","17,687.28","17,484.23","17,541.96","17,541.96","90,120,000"
6-Apr-16,"17,605.45","17,723.55","17,542.54","17,716.05","17,716.05","99,410,000"
5-Apr-16,"17,718.03","17,718.03","17,579.56","17,603.32","17,603.32","115,230,000"
4-Apr-16,"17,799.39","17,806.38","17,710.67","17,737.00","17,737.00","85,230,000"
1-Apr-16,"17,661.74","17,811.48","17,568.02","17,792.75","17,792.75","104,890,000"
31-Mar-16,"17,716.05","17,755.70","17,669.72","17,685.09","17,685.09","102,600,000"
30-Mar-16,"17,652.36","17,790.11","17,652.36","17,716.66","17,716.66","79,330,000"
29-Mar-16,"17,512.58","17,642.81","17,434.27","17,633.11","17,633.11","86,160,000"
28-Mar-16,"17,526.08","17,583.81","17,493.03","17,535.39","17,535.39","70,460,000"
24-Mar-16,"17,485.33","17,517.14","17,399.01","17,515.73","17,515.73","84,100,000"
23-Mar-16,"17,588.81","17,588.81","17,486.27","17,502.59","17,502.59","84,240,000"
22-Mar-16,"17,602.71","17,648.94","17,540.42","17,582.57","17,582.57","95,450,000"
21-Mar-16,"17,589.70","17,644.97","17,551.28","17,623.87","17,623.87","84,410,000"
18-Mar-16,"17,481.49","17,620.58","17,481.49","17,602.30","17,602.30","321,230,000"
17-Mar-16,"17,321.38","17,529.01","17,297.65","17,481.49","17,481.49","117,990,000"
16-Mar-16,"17,249.34","17,379.18","17,204.07","17,325.76","17,325.76","118,710,000"
15-Mar-16,"17,217.15","17,251.70","17,120.35","17,251.53","17,251.53","92,830,000"
14-Mar-16,"17,207.49","17,275.07","17,161.16","17,229.13","17,229.13","96,350,000"
11-Mar-16,"17,014.99","17,220.09","17,014.99","17,213.31","17,213.31","123,420,000"
10-Mar-16,"17,006.05","17,130.11","16,821.86","16,995.13","16,995.13","117,570,000"
9-Mar-16,"16,969.17","17,048.50","16,947.94","17,000.36","17,000.36","116,690,000"
8-Mar-16,"17,050.67","17,072.79","16,921.51","16,964.10","16,964.10","108,380,000"
7-Mar-16,"16,991.29","17,099.25","16,940.48","17,073.95","17,073.95","100,290,000"
4-Mar-16,"16,945.00","17,062.38","16,898.84","17,006.77","17,006.77","106,910,000"
3-Mar-16,"16,896.17","16,944.31","16,820.73","16,943.90","16,943.90","91,110,000"
2-Mar-16,"16,851.17","16,900.17","16,766.32","16,899.32","16,899.32","104,470,000"
1-Mar-16,"16,545.67","16,865.56","16,545.67","16,865.08","16,865.08","105,050,000"
29-Feb-16,"16,634.15","16,726.12","16,510.40","16,516.50","16,516.50","126,220,000"
26-Feb-16,"16,712.70","16,795.98","16,623.91","16,639.97","16,639.97","98,480,000"
25-Feb-16,"16,504.38","16,697.98","16,458.42","16,697.29","16,697.29","94,120,000"
24-Feb-16,"16,418.84","16,507.39","16,165.86","16,484.99","16,484.99","93,620,000"
23-Feb-16,"16,610.39","16,610.39","16,403.53","16,431.78","16,431.78","98,170,000"
22-Feb-16,"16,417.13","16,664.24","16,417.13","16,620.66","16,620.66","102,240,000"
19-Feb-16,"16,410.96","16,410.96","16,278.00","16,391.99","16,391.99","134,340,000"
18-Feb-16,"16,483.76","16,511.84","16,390.43","16,413.43","16,413.43","104,950,000"
17-Feb-16,"16,217.98","16,486.12","16,217.98","16,453.83","16,453.83","124,080,000"
16-Feb-16,"16,012.39","16,196.41","16,012.39","16,196.41","16,196.41","142,030,000"
12-Feb-16,"15,691.62","15,974.04","15,691.62","15,973.84","15,973.84","132,550,000"
11-Feb-16,"15,897.82","15,897.82","15,503.01","15,660.18","15,660.18","172,070,000"
10-Feb-16,"16,035.61","16,201.89","15,899.91","15,914.74","15,914.74","122,290,000"
9-Feb-16,"16,005.41","16,136.62","15,881.11","16,014.38","16,014.38","127,740,000"
8-Feb-16,"16,147.51","16,147.51","15,803.55","16,027.05","16,027.05","165,880,000"
5-Feb-16,"16,417.95","16,423.63","16,129.81","16,204.97","16,204.97","139,010,000"
4-Feb-16,"16,329.67","16,485.84","16,266.16","16,416.58","16,416.58","131,490,000"
3-Feb-16,"16,186.20","16,381.69","15,960.45","16,336.66","16,336.66","141,870,000"
2-Feb-16,"16,420.21","16,420.21","16,108.44","16,153.54","16,153.54","126,210,000"
1-Feb-16,"16,453.63","16,510.98","16,299.47","16,449.18","16,449.18","114,450,000"
29-Jan-16,"16,090.26","16,466.30","16,090.26","16,466.30","16,466.30","217,940,000"
28-Jan-16,"15,960.28","16,102.14","15,863.72","16,069.64","16,069.64","130,120,000"
